iter,train_loss,val_loss,train_iter_loss,time_ms,mfu_pct,note
0,4.2847,4.2795,,,,eval
5,,,4.2273,249.11,0.52,iter
6,,,4.2271,273.1,0.52,iter
7,,,4.2292,272.94,0.51,iter
8,,,4.2204,266.01,0.51,iter
9,,,4.1867,236.24,0.51,iter
10,,,4.1837,280.4,0.51,iter
11,,,4.1456,268.19,0.51,iter
12,,,4.1397,279.81,0.5,iter
13,,,4.1107,257.89,0.5,iter
14,,,4.0932,265.82,0.5,iter
15,,,4.0851,247.22,0.5,iter
16,,,4.0433,264.68,0.5,iter
17,,,4.028,263.9,0.5,iter
18,,,3.9853,266.25,0.5,iter
19,,,3.9675,257.92,0.5,iter
20,,,3.9266,266.89,0.5,iter
21,,,3.8935,264.8,0.5,iter
22,,,3.8839,264.43,0.5,iter
23,,,3.8002,240.42,0.5,iter
24,,,3.8097,253.69,0.5,iter
25,,,3.732,255.16,0.5,iter
26,,,3.7224,260.04,0.5,iter
27,,,3.7098,253.47,0.5,iter
28,,,3.7268,243.39,0.51,iter
29,,,3.7532,280.27,0.5,iter
30,,,3.6281,262.94,0.5,iter
31,,,3.6014,275.29,0.5,iter
32,,,3.5984,255.44,0.5,iter
33,,,3.6692,262.71,0.5,iter
34,,,3.5252,247.51,0.5,iter
35,,,3.5202,277.42,0.5,iter
36,,,3.4863,236.21,0.5,iter
37,,,3.4861,274.68,0.5,iter
38,,,3.5452,259.97,0.5,iter
39,,,3.4816,257.28,0.5,iter
40,,,3.4768,232.84,0.51,iter
41,,,3.5289,293.91,0.5,iter
42,,,3.4324,287.05,0.49,iter
43,,,3.4634,304.32,0.49,iter
44,,,3.4178,267.41,0.49,iter
45,,,3.45,274.58,0.49,iter
46,,,3.4163,283.52,0.48,iter
47,,,3.3808,265.48,0.48,iter
48,,,3.3843,279.68,0.48,iter
49,,,3.4141,228.45,0.49,iter
50,,,3.4627,255.48,0.49,iter
51,,,3.3217,268.9,0.49,iter
52,,,3.3595,262.07,0.49,iter
53,,,3.4141,276.68,0.49,iter
54,,,3.4446,273.12,0.49,iter
55,,,3.3118,262.46,0.49,iter
56,,,3.3366,263.22,0.49,iter
57,,,3.2862,259.85,0.49,iter
58,,,3.3483,249.64,0.49,iter
59,,,3.4372,276.32,0.49,iter
60,,,3.3141,283.78,0.49,iter
61,,,3.2405,271.36,0.49,iter
62,,,3.2357,264.22,0.49,iter
63,,,3.3025,278.3,0.48,iter
64,,,3.2264,277.53,0.48,iter
65,,,3.2025,283.57,0.48,iter
66,,,3.1564,273.56,0.48,iter
67,,,3.228,268.29,0.48,iter
68,,,3.1226,260.86,0.48,iter
69,,,3.2066,281.01,0.48,iter
70,,,3.2326,283.27,0.48,iter
71,,,3.1958,270.45,0.48,iter
72,,,3.1829,267.96,0.48,iter
73,,,3.1126,275.32,0.48,iter
74,,,3.1348,276.07,0.48,iter
75,,,3.1073,267.07,0.48,iter
76,,,3.0005,282.02,0.48,iter
77,,,3.1174,283.93,0.47,iter
78,,,3.0205,269.61,0.48,iter
79,,,3.0525,267.43,0.48,iter
80,,,3.1968,272.28,0.48,iter
81,,,3.0431,268.59,0.48,iter
82,,,3.0275,267.5,0.48,iter
83,,,3.0822,264.52,0.48,iter
84,,,3.081,254.59,0.48,iter
85,,,3.0233,264.43,0.48,iter
86,,,3.0289,276.71,0.48,iter
87,,,3.0548,260.63,0.48,iter
88,,,2.9833,264.93,0.48,iter
89,,,2.9889,269.48,0.48,iter
90,,,2.9723,251.57,0.49,iter
91,,,2.8946,242.7,0.49,iter
92,,,2.8799,280.86,0.49,iter
93,,,2.9165,252.86,0.49,iter
94,,,2.924,265.91,0.49,iter
95,,,2.8841,245.45,0.49,iter
96,,,2.9541,250.63,0.5,iter
97,,,2.9359,256.74,0.5,iter
98,,,2.9084,233.36,0.5,iter
99,,,2.9494,256.1,0.5,iter
100,,,2.8997,275.19,0.5,iter
101,,,2.9765,261.87,0.5,iter
102,,,2.8678,250.56,0.5,iter
103,,,2.8945,245.75,0.5,iter
104,,,2.8693,259.6,0.5,iter
105,,,2.8568,238.13,0.51,iter
106,,,2.8553,275.02,0.5,iter
107,,,2.9249,269.02,0.5,iter
108,,,2.8288,276.74,0.5,iter
109,,,2.7967,257.37,0.5,iter
110,,,2.812,240.23,0.5,iter
111,,,2.8619,215.12,0.51,iter
112,,,2.8327,220.96,0.52,iter
113,,,2.8287,219.78,0.53,iter
114,,,2.8379,219.78,0.53,iter
115,,,2.7657,215.09,0.54,iter
116,,,2.8118,213.59,0.55,iter
117,,,2.7732,215.34,0.55,iter
118,,,2.6838,229.75,0.55,iter
119,,,2.8115,225.27,0.56,iter
120,,,2.8207,234.23,0.56,iter
121,,,2.7457,235.54,0.56,iter
122,,,2.7396,231.43,0.56,iter
123,,,2.7121,222.7,0.56,iter
124,,,2.8004,223.88,0.56,iter
125,,,2.7802,235.9,0.56,iter
126,,,2.8334,226.35,0.56,iter
127,,,2.8088,208.79,0.57,iter
128,,,2.7683,217.79,0.57,iter
129,,,2.7768,215.5,0.57,iter
130,,,2.8041,223.09,0.57,iter
131,,,2.7966,226.84,0.57,iter
132,,,2.7684,247.4,0.57,iter
133,,,2.6967,228.6,0.57,iter
134,,,2.7684,219.71,0.57,iter
135,,,2.7259,235.75,0.57,iter
136,,,2.7383,236.31,0.57,iter
137,,,2.6679,231.47,0.57,iter
138,,,2.7675,220.14,0.57,iter
139,,,2.7356,226.24,0.57,iter
140,,,2.6907,224.87,0.57,iter
141,,,2.7086,216.04,0.57,iter
142,,,2.7782,212.38,0.58,iter
143,,,2.6734,221.53,0.58,iter
144,,,2.6413,215.09,0.58,iter
145,,,2.7913,219.98,0.58,iter
146,,,2.7337,222.61,0.58,iter
147,,,2.7592,222.34,0.58,iter
148,,,2.7309,218.41,0.58,iter
149,,,2.6727,213.41,0.59,iter
150,,,2.6668,214.27,0.59,iter
151,,,2.6672,215.08,0.59,iter
152,,,2.7112,222.47,0.59,iter
153,,,2.7415,224.98,0.59,iter
154,,,2.6304,213.3,0.59,iter
155,,,2.5781,213.39,0.59,iter
156,,,2.6716,219.07,0.59,iter
157,,,2.664,214.32,0.59,iter
158,,,2.6284,217.21,0.59,iter
159,,,2.5935,221.4,0.59,iter
160,,,2.6123,219.61,0.59,iter
161,,,2.6756,219.04,0.59,iter
162,,,2.6411,221.78,0.59,iter
163,,,2.606,225.22,0.59,iter
164,,,2.6709,220.6,0.59,iter
165,,,2.6486,214.36,0.59,iter
166,,,2.6455,212.93,0.59,iter
167,,,2.6483,220.9,0.59,iter
168,,,2.6778,210.05,0.6,iter
169,,,2.6711,225.98,0.59,iter
170,,,2.6463,217.78,0.59,iter
171,,,2.6785,235.05,0.59,iter
172,,,2.6537,214.67,0.59,iter
173,,,2.6121,218.96,0.59,iter
174,,,2.697,219.22,0.59,iter
175,,,2.7601,214.11,0.59,iter
176,,,2.5555,224.23,0.59,iter
177,,,2.6151,218.38,0.59,iter
178,,,2.6745,208.33,0.59,iter
179,,,2.5147,219.39,0.59,iter
180,,,2.7523,217.86,0.59,iter
181,,,2.5839,225.43,0.59,iter
182,,,2.5573,224.18,0.59,iter
183,,,2.5735,219.9,0.59,iter
184,,,2.5764,226.41,0.59,iter
185,,,2.5991,222.9,0.59,iter
186,,,2.7284,222.96,0.59,iter
187,,,2.5272,223.32,0.59,iter
188,,,2.6142,220.83,0.59,iter
189,,,2.5321,220.59,0.59,iter
190,,,2.6037,210.9,0.59,iter
191,,,2.6163,232.87,0.59,iter
192,,,2.7205,245.66,0.58,iter
193,,,2.5128,229.08,0.58,iter
194,,,2.577,225.63,0.58,iter
195,,,2.5641,219.93,0.58,iter
196,,,2.5207,223.78,0.58,iter
197,,,2.6882,227.24,0.58,iter
198,,,2.5456,217.38,0.58,iter
199,,,2.612,219.48,0.58,iter
200,2.5379,2.5544,,,,eval
200,,,2.6407,1103.42,0.54,iter
201,,,2.5505,225.18,0.54,iter
202,,,2.594,214.51,0.55,iter
203,,,2.521,209.37,0.55,iter
204,,,2.5223,215.05,0.56,iter
205,,,2.5775,240.34,0.56,iter
206,,,2.526,232.46,0.56,iter
207,,,2.5538,221.63,0.56,iter
208,,,2.5659,253.26,0.56,iter
209,,,2.5784,229.62,0.56,iter
210,,,2.5458,232.11,0.56,iter
211,,,2.5529,231.01,0.56,iter
212,,,2.5353,242.88,0.55,iter
213,,,2.5256,223.02,0.56,iter
214,,,2.5881,225.03,0.56,iter
215,,,2.5512,231.62,0.56,iter
216,,,2.6647,224.01,0.56,iter
217,,,2.5391,218.04,0.56,iter
218,,,2.5768,227.79,0.57,iter
219,,,2.5583,228.63,0.57,iter
220,,,2.4345,226.6,0.57,iter
221,,,2.5288,220.03,0.57,iter
222,,,2.5834,226.77,0.57,iter
223,,,2.5187,206.59,0.57,iter
224,,,2.5275,215.31,0.58,iter
225,,,2.5315,219.9,0.58,iter
226,,,2.5312,219.08,0.58,iter
227,,,2.5638,221.4,0.58,iter
228,,,2.4676,215.51,0.58,iter
229,,,2.5018,216.11,0.58,iter
230,,,2.5108,216.95,0.59,iter
231,,,2.48,215.28,0.59,iter
232,,,2.5449,207.38,0.59,iter
233,,,2.4876,221.28,0.59,iter
234,,,2.4736,215.79,0.59,iter
235,,,2.4915,209.35,0.59,iter
236,,,2.4924,227.27,0.59,iter
237,,,2.5289,209.34,0.6,iter
238,,,2.5408,217.73,0.6,iter
239,,,2.4925,211.78,0.6,iter
240,,,2.532,231.35,0.59,iter
241,,,2.5544,227.25,0.59,iter
242,,,2.5434,221.93,0.59,iter
243,,,2.5867,227.96,0.59,iter
244,,,2.4646,222.63,0.59,iter
245,,,2.5533,235.04,0.58,iter
246,,,2.4806,233.13,0.58,iter
247,,,2.6329,222.88,0.58,iter
248,,,2.4538,228.18,0.58,iter
249,,,2.4173,219.23,0.58,iter
250,,,2.4431,213.64,0.58,iter
251,,,2.5624,214.42,0.59,iter
252,,,2.4318,207.97,0.59,iter
253,,,2.5157,210.42,0.59,iter
254,,,2.5071,219.39,0.59,iter
255,,,2.4465,206.33,0.6,iter
256,,,2.361,214.11,0.6,iter
257,,,2.4503,224.42,0.6,iter
258,,,2.4577,217.37,0.6,iter
259,,,2.4496,207.87,0.6,iter
260,,,2.5335,207.79,0.6,iter
261,,,2.5027,216.25,0.6,iter
262,,,2.4459,215.63,0.6,iter
263,,,2.4882,216.67,0.6,iter
264,,,2.4981,222.49,0.6,iter
265,,,2.3971,215.32,0.6,iter
266,,,2.4515,212.75,0.6,iter
267,,,2.4436,212.57,0.6,iter
268,,,2.4764,217.0,0.6,iter
269,,,2.4967,214.49,0.6,iter
270,,,2.3191,208.23,0.6,iter
271,,,2.4132,210.72,0.61,iter
272,,,2.4295,214.89,0.6,iter
273,,,2.3595,221.04,0.6,iter
274,,,2.4229,212.44,0.6,iter
275,,,2.4177,218.55,0.6,iter
276,,,2.3471,209.61,0.6,iter
277,,,2.4363,212.1,0.61,iter
278,,,2.3717,210.14,0.61,iter
279,,,2.431,212.3,0.61,iter
280,,,2.3893,209.04,0.61,iter
281,,,2.4348,211.24,0.61,iter
282,,,2.4295,221.56,0.61,iter
283,,,2.388,214.56,0.61,iter
284,,,2.4093,211.29,0.61,iter
285,,,2.3697,219.9,0.61,iter
286,,,2.5067,210.41,0.61,iter
287,,,2.3632,213.44,0.61,iter
288,,,2.4487,209.13,0.61,iter
289,,,2.3606,212.08,0.61,iter
290,,,2.4734,208.17,0.61,iter
291,,,2.4964,213.24,0.61,iter
292,,,2.4914,217.09,0.61,iter
293,,,2.3181,216.18,0.61,iter
294,,,2.4027,257.99,0.6,iter
295,,,2.3736,213.23,0.6,iter
296,,,2.3802,212.27,0.6,iter
297,,,2.2921,228.93,0.6,iter
298,,,2.4222,217.77,0.6,iter
299,,,2.443,215.79,0.6,iter
300,,,2.3878,214.88,0.6,iter
301,,,2.3779,213.1,0.6,iter
302,,,2.3651,212.05,0.6,iter
303,,,2.4017,210.2,0.6,iter
304,,,2.3644,221.96,0.6,iter
305,,,2.4639,218.58,0.6,iter
306,,,2.3799,219.46,0.6,iter
307,,,2.3984,211.54,0.6,iter
308,,,2.322,216.97,0.6,iter
309,,,2.4016,204.34,0.6,iter
310,,,2.3295,214.71,0.6,iter
311,,,2.3776,210.8,0.6,iter
312,,,2.438,224.19,0.6,iter
313,,,2.4004,211.76,0.6,iter
314,,,2.4319,212.13,0.6,iter
315,,,2.3889,208.14,0.61,iter
316,,,2.4302,210.43,0.61,iter
317,,,2.3947,206.92,0.61,iter
318,,,2.3612,223.09,0.61,iter
319,,,2.2872,216.35,0.61,iter
320,,,2.4304,218.43,0.6,iter
321,,,2.3855,218.84,0.6,iter
322,,,2.3022,218.75,0.6,iter
323,,,2.2999,232.55,0.6,iter
324,,,2.3799,224.0,0.6,iter
325,,,2.2896,213.17,0.6,iter
326,,,2.5084,212.42,0.6,iter
327,,,2.3448,215.38,0.6,iter
328,,,2.4136,205.13,0.6,iter
329,,,2.3022,216.73,0.6,iter
330,,,2.2702,215.29,0.6,iter
331,,,2.3398,205.88,0.61,iter
332,,,2.3724,204.9,0.61,iter
333,,,2.3119,218.11,0.61,iter
334,,,2.27,211.39,0.61,iter
335,,,2.4816,211.16,0.61,iter
336,,,2.3431,214.65,0.61,iter
337,,,2.2872,227.66,0.6,iter
338,,,2.3589,215.67,0.6,iter
339,,,2.3093,216.13,0.6,iter
340,,,2.4046,208.65,0.61,iter
341,,,2.3119,222.1,0.6,iter
342,,,2.3493,211.92,0.6,iter
343,,,2.3419,214.47,0.6,iter
344,,,2.4062,220.25,0.6,iter
345,,,2.4487,228.53,0.6,iter
346,,,2.3099,224.11,0.6,iter
347,,,2.1738,244.94,0.59,iter
348,,,2.261,221.95,0.59,iter
349,,,2.325,222.72,0.59,iter
350,,,2.323,222.42,0.59,iter
351,,,2.2961,232.88,0.59,iter
352,,,2.2422,225.42,0.58,iter
353,,,2.4068,207.87,0.59,iter
354,,,2.4261,219.52,0.59,iter
355,,,2.3217,204.12,0.59,iter
356,,,2.3684,220.08,0.59,iter
357,,,2.3,204.96,0.6,iter
358,,,2.3267,198.65,0.6,iter
359,,,2.3178,206.45,0.61,iter
360,,,2.2161,207.16,0.61,iter
361,,,2.4327,207.9,0.61,iter
362,,,2.2447,209.19,0.61,iter
363,,,2.2919,212.09,0.61,iter
364,,,2.3382,214.96,0.61,iter
365,,,2.3994,221.6,0.61,iter
366,,,2.2663,216.75,0.61,iter
367,,,2.2774,208.04,0.61,iter
368,,,2.351,228.72,0.6,iter
369,,,2.4807,218.01,0.6,iter
370,,,2.2995,227.17,0.6,iter
371,,,2.3361,214.02,0.6,iter
372,,,2.3663,217.0,0.6,iter
373,,,2.3474,229.1,0.6,iter
374,,,2.2133,212.98,0.6,iter
375,,,2.3207,287.66,0.58,iter
376,,,2.2547,234.09,0.58,iter
377,,,2.3567,234.18,0.58,iter
378,,,2.2902,259.48,0.57,iter
379,,,2.2747,257.34,0.56,iter
380,,,2.2145,210.02,0.57,iter
381,,,2.3762,209.2,0.57,iter
382,,,2.2291,201.16,0.58,iter
383,,,2.3522,205.29,0.59,iter
