Overriding: dataset = shakespeare_char
Overriding: block_size = 64
Overriding: n_layer = 4
Overriding: n_head = 4
Overriding: n_embd = 256
Overriding: batch_size = 16
Overriding: max_iters = 2000
Overriding: dropout = 0.2
Overriding: eval_interval = 200
Overriding: compile = False
Overriding: out_dir = C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
Overriding: wandb_log = False
tokens per iteration will be: 40,960
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
num decayed parameter tensors: 18, with 3,178,752 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 888: loss 1.7539, time 221.64ms, mfu 1.19%
iter 889: loss 1.7257, time 233.08ms, mfu 1.18%
iter 890: loss 1.8311, time 231.30ms, mfu 1.18%
iter 891: loss 1.7346, time 224.48ms, mfu 1.18%
iter 892: loss 1.7446, time 227.00ms, mfu 1.17%
iter 893: loss 1.7111, time 209.93ms, mfu 1.18%
iter 894: loss 1.7280, time 212.09ms, mfu 1.18%
iter 895: loss 1.7479, time 213.86ms, mfu 1.19%
iter 896: loss 1.6822, time 217.27ms, mfu 1.19%
iter 897: loss 1.7412, time 211.99ms, mfu 1.19%
iter 898: loss 1.7011, time 213.36ms, mfu 1.19%
iter 899: loss 1.8017, time 207.43ms, mfu 1.20%
iter 900: loss 1.7622, time 208.31ms, mfu 1.20%
iter 901: loss 1.8248, time 248.42ms, mfu 1.19%
iter 902: loss 1.6860, time 203.09ms, mfu 1.20%
iter 903: loss 1.7659, time 228.28ms, mfu 1.19%
iter 904: loss 1.8559, time 219.94ms, mfu 1.19%
iter 905: loss 1.7224, time 225.42ms, mfu 1.19%
iter 906: loss 1.7322, time 209.65ms, mfu 1.19%
iter 907: loss 1.6618, time 209.92ms, mfu 1.20%
iter 908: loss 1.7513, time 206.34ms, mfu 1.20%
iter 909: loss 1.6941, time 215.18ms, mfu 1.20%
iter 910: loss 1.7188, time 223.92ms, mfu 1.20%
iter 911: loss 1.7410, time 207.06ms, mfu 1.20%
iter 912: loss 1.7354, time 216.06ms, mfu 1.20%
iter 913: loss 1.7743, time 209.56ms, mfu 1.21%
iter 914: loss 1.7692, time 224.38ms, mfu 1.20%
iter 915: loss 1.7868, time 217.62ms, mfu 1.20%
iter 916: loss 1.7771, time 213.67ms, mfu 1.20%
iter 917: loss 1.7874, time 215.86ms, mfu 1.20%
iter 918: loss 1.7388, time 213.23ms, mfu 1.20%
iter 919: loss 1.6940, time 216.81ms, mfu 1.20%
iter 920: loss 1.7175, time 216.78ms, mfu 1.20%
iter 921: loss 1.7759, time 203.68ms, mfu 1.21%
iter 922: loss 1.6939, time 210.37ms, mfu 1.21%
iter 923: loss 1.6740, time 214.31ms, mfu 1.21%
iter 924: loss 1.7125, time 229.17ms, mfu 1.20%
iter 925: loss 1.6432, time 224.02ms, mfu 1.20%
iter 926: loss 1.6847, time 209.82ms, mfu 1.20%
iter 927: loss 1.6824, time 211.63ms, mfu 1.21%
iter 928: loss 1.7394, time 207.23ms, mfu 1.21%
iter 929: loss 1.6789, time 222.32ms, mfu 1.21%
iter 930: loss 1.8235, time 220.37ms, mfu 1.20%
iter 931: loss 1.7192, time 224.66ms, mfu 1.20%
iter 932: loss 1.6595, time 217.56ms, mfu 1.20%
iter 933: loss 1.8022, time 226.10ms, mfu 1.19%
iter 934: loss 1.6344, time 215.22ms, mfu 1.19%
iter 935: loss 1.8083, time 222.03ms, mfu 1.19%
iter 936: loss 1.8003, time 224.08ms, mfu 1.19%
iter 937: loss 1.7158, time 220.59ms, mfu 1.19%
iter 938: loss 1.7524, time 202.19ms, mfu 1.20%
iter 939: loss 1.7115, time 215.85ms, mfu 1.20%
iter 940: loss 1.7674, time 214.18ms, mfu 1.20%
iter 941: loss 1.6708, time 214.27ms, mfu 1.20%
iter 942: loss 1.7870, time 207.37ms, mfu 1.21%
iter 943: loss 1.6949, time 218.15ms, mfu 1.20%
iter 944: loss 1.6987, time 206.19ms, mfu 1.21%
iter 945: loss 1.7635, time 214.01ms, mfu 1.21%
iter 946: loss 1.7686, time 221.96ms, mfu 1.21%
iter 947: loss 1.6050, time 208.75ms, mfu 1.21%
iter 948: loss 1.7393, time 222.42ms, mfu 1.21%
iter 949: loss 1.6916, time 228.96ms, mfu 1.20%
iter 950: loss 1.7151, time 227.88ms, mfu 1.19%
iter 951: loss 1.8105, time 212.54ms, mfu 1.20%
iter 952: loss 1.7036, time 232.86ms, mfu 1.19%
iter 953: loss 1.6592, time 212.04ms, mfu 1.19%
iter 954: loss 1.7159, time 207.50ms, mfu 1.20%
iter 955: loss 1.6781, time 209.47ms, mfu 1.20%
iter 956: loss 1.6555, time 204.16ms, mfu 1.21%
iter 957: loss 1.7048, time 233.50ms, mfu 1.20%
iter 958: loss 1.7374, time 228.96ms, mfu 1.19%
iter 959: loss 1.6354, time 232.23ms, mfu 1.18%
iter 960: loss 1.6690, time 215.81ms, mfu 1.19%
iter 961: loss 1.7777, time 218.55ms, mfu 1.19%
iter 962: loss 1.7312, time 223.31ms, mfu 1.18%
iter 963: loss 1.7075, time 247.90ms, mfu 1.17%
iter 964: loss 1.6355, time 233.79ms, mfu 1.16%
iter 965: loss 1.7777, time 275.58ms, mfu 1.14%
iter 966: loss 1.7444, time 306.10ms, mfu 1.11%
iter 967: loss 1.7074, time 274.86ms, mfu 1.10%
iter 968: loss 1.7770, time 219.65ms, mfu 1.10%
iter 969: loss 1.6833, time 222.01ms, mfu 1.11%
iter 970: loss 1.7049, time 217.67ms, mfu 1.12%
iter 971: loss 1.7035, time 217.14ms, mfu 1.13%
iter 972: loss 1.6762, time 242.91ms, mfu 1.12%
iter 973: loss 1.6864, time 239.36ms, mfu 1.12%
iter 974: loss 1.6458, time 226.54ms, mfu 1.12%
iter 975: loss 1.6401, time 216.59ms, mfu 1.13%
iter 976: loss 1.6369, time 226.07ms, mfu 1.13%
iter 977: loss 1.7264, time 231.66ms, mfu 1.13%
iter 978: loss 1.6097, time 230.66ms, mfu 1.13%
iter 979: loss 1.7374, time 245.35ms, mfu 1.12%
iter 980: loss 1.7144, time 252.62ms, mfu 1.11%
iter 981: loss 1.7252, time 241.77ms, mfu 1.11%
iter 982: loss 1.6516, time 243.99ms, mfu 1.10%
iter 983: loss 1.6798, time 230.35ms, mfu 1.11%
iter 984: loss 1.7312, time 214.53ms, mfu 1.12%
iter 985: loss 1.7686, time 223.94ms, mfu 1.12%
iter 986: loss 1.6361, time 222.14ms, mfu 1.13%
iter 987: loss 1.7353, time 218.90ms, mfu 1.13%
iter 988: loss 1.6733, time 220.64ms, mfu 1.14%
iter 989: loss 1.6999, time 225.22ms, mfu 1.14%
iter 990: loss 1.8182, time 213.82ms, mfu 1.15%
iter 991: loss 1.6706, time 228.15ms, mfu 1.14%
iter 992: loss 1.5973, time 223.24ms, mfu 1.15%
iter 993: loss 1.6866, time 220.57ms, mfu 1.15%
iter 994: loss 1.7467, time 231.55ms, mfu 1.15%
iter 995: loss 1.5993, time 230.86ms, mfu 1.14%
iter 996: loss 1.6832, time 235.34ms, mfu 1.14%
iter 997: loss 1.6678, time 225.54ms, mfu 1.14%
iter 998: loss 1.6587, time 227.69ms, mfu 1.14%
iter 999: loss 1.6377, time 231.41ms, mfu 1.14%
step 1000: train loss 1.5657, val loss 1.7409
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
iter 1000: loss 1.7357, time 1179.69ms, mfu 1.05%
iter 1001: loss 1.5944, time 233.01ms, mfu 1.05%
iter 1002: loss 1.6967, time 251.86ms, mfu 1.05%
iter 1003: loss 1.6738, time 230.62ms, mfu 1.06%
iter 1004: loss 1.6482, time 227.35ms, mfu 1.07%
iter 1005: loss 1.7011, time 231.32ms, mfu 1.07%
iter 1006: loss 1.5800, time 237.93ms, mfu 1.07%
iter 1007: loss 1.6797, time 206.05ms, mfu 1.09%
iter 1008: loss 1.7061, time 224.19ms, mfu 1.10%
iter 1009: loss 1.7593, time 243.91ms, mfu 1.10%
iter 1010: loss 1.6387, time 228.41ms, mfu 1.10%
iter 1011: loss 1.6482, time 220.89ms, mfu 1.11%
iter 1012: loss 1.6348, time 231.17ms, mfu 1.11%
iter 1013: loss 1.7608, time 232.86ms, mfu 1.11%
iter 1014: loss 1.7264, time 221.76ms, mfu 1.12%
iter 1015: loss 1.5876, time 219.88ms, mfu 1.12%
iter 1016: loss 1.5919, time 236.38ms, mfu 1.12%
iter 1017: loss 1.7424, time 227.94ms, mfu 1.12%
iter 1018: loss 1.7215, time 231.84ms, mfu 1.12%
iter 1019: loss 1.6379, time 222.68ms, mfu 1.13%
iter 1020: loss 1.6461, time 240.28ms, mfu 1.12%
iter 1021: loss 1.6774, time 216.58ms, mfu 1.13%
iter 1022: loss 1.6109, time 221.71ms, mfu 1.13%
iter 1023: loss 1.6757, time 215.32ms, mfu 1.14%
iter 1024: loss 1.7824, time 237.48ms, mfu 1.14%
iter 1025: loss 1.7284, time 233.87ms, mfu 1.13%
iter 1026: loss 1.7320, time 222.52ms, mfu 1.14%
iter 1027: loss 1.6574, time 224.59ms, mfu 1.14%
iter 1028: loss 1.6399, time 220.34ms, mfu 1.14%
iter 1029: loss 1.6589, time 226.92ms, mfu 1.14%
iter 1030: loss 1.6794, time 223.54ms, mfu 1.14%
iter 1031: loss 1.7012, time 218.60ms, mfu 1.15%
iter 1032: loss 1.6241, time 209.07ms, mfu 1.16%
iter 1033: loss 1.6703, time 205.84ms, mfu 1.17%
iter 1034: loss 1.6964, time 204.76ms, mfu 1.18%
iter 1035: loss 1.6132, time 206.67ms, mfu 1.19%
iter 1036: loss 1.6217, time 205.51ms, mfu 1.19%
iter 1037: loss 1.5773, time 204.40ms, mfu 1.20%
iter 1038: loss 1.5618, time 203.66ms, mfu 1.21%
iter 1039: loss 1.7399, time 208.38ms, mfu 1.21%
iter 1040: loss 1.6908, time 204.56ms, mfu 1.22%
iter 1041: loss 1.7877, time 207.14ms, mfu 1.22%
iter 1042: loss 1.5605, time 202.34ms, mfu 1.23%
iter 1043: loss 1.8109, time 203.42ms, mfu 1.23%
iter 1044: loss 1.5329, time 207.10ms, mfu 1.23%
iter 1045: loss 1.7056, time 206.55ms, mfu 1.24%
iter 1046: loss 1.5666, time 204.83ms, mfu 1.24%
iter 1047: loss 1.6462, time 206.88ms, mfu 1.24%
iter 1048: loss 1.6831, time 206.42ms, mfu 1.24%
iter 1049: loss 1.7226, time 207.11ms, mfu 1.24%
iter 1050: loss 1.5947, time 203.80ms, mfu 1.25%
iter 1051: loss 1.6387, time 206.74ms, mfu 1.25%
iter 1052: loss 1.7002, time 206.71ms, mfu 1.25%
iter 1053: loss 1.5824, time 203.94ms, mfu 1.25%
iter 1054: loss 1.6453, time 210.05ms, mfu 1.25%
iter 1055: loss 1.7011, time 230.21ms, mfu 1.24%
iter 1056: loss 1.6523, time 236.37ms, mfu 1.22%
iter 1057: loss 1.6789, time 203.97ms, mfu 1.23%
iter 1058: loss 1.6310, time 208.42ms, mfu 1.23%
iter 1059: loss 1.6882, time 209.55ms, mfu 1.23%
iter 1060: loss 1.8125, time 202.64ms, mfu 1.24%
iter 1061: loss 1.6434, time 203.46ms, mfu 1.24%
iter 1062: loss 1.5483, time 204.98ms, mfu 1.24%
iter 1063: loss 1.6939, time 205.64ms, mfu 1.24%
iter 1064: loss 1.5857, time 202.63ms, mfu 1.25%
iter 1065: loss 1.7100, time 203.26ms, mfu 1.25%
iter 1066: loss 1.6149, time 203.73ms, mfu 1.25%
iter 1067: loss 1.6695, time 238.18ms, mfu 1.24%
iter 1068: loss 1.6703, time 220.78ms, mfu 1.23%
iter 1069: loss 1.6408, time 206.77ms, mfu 1.23%
iter 1070: loss 1.6622, time 208.71ms, mfu 1.23%
iter 1071: loss 1.6138, time 204.22ms, mfu 1.24%
iter 1072: loss 1.6826, time 204.50ms, mfu 1.24%
iter 1073: loss 1.6273, time 205.50ms, mfu 1.24%
iter 1074: loss 1.6457, time 204.28ms, mfu 1.25%
iter 1075: loss 1.6591, time 207.45ms, mfu 1.25%
iter 1076: loss 1.6175, time 216.46ms, mfu 1.24%
iter 1077: loss 1.5612, time 205.42ms, mfu 1.24%
iter 1078: loss 1.6449, time 210.48ms, mfu 1.24%
iter 1079: loss 1.6304, time 206.57ms, mfu 1.24%
iter 1080: loss 1.5835, time 208.72ms, mfu 1.24%
iter 1081: loss 1.6323, time 206.19ms, mfu 1.25%
iter 1082: loss 1.6686, time 204.47ms, mfu 1.25%
iter 1083: loss 1.5448, time 204.32ms, mfu 1.25%
iter 1084: loss 1.5972, time 201.93ms, mfu 1.25%
iter 1085: loss 1.5753, time 207.78ms, mfu 1.25%
iter 1086: loss 1.6672, time 204.16ms, mfu 1.26%
iter 1087: loss 1.7299, time 207.36ms, mfu 1.25%
iter 1088: loss 1.7269, time 228.55ms, mfu 1.24%
iter 1089: loss 1.5969, time 214.44ms, mfu 1.24%
iter 1090: loss 1.6323, time 205.61ms, mfu 1.24%
iter 1091: loss 1.5959, time 203.94ms, mfu 1.25%
iter 1092: loss 1.6781, time 206.90ms, mfu 1.25%
iter 1093: loss 1.5860, time 204.74ms, mfu 1.25%
iter 1094: loss 1.5483, time 209.49ms, mfu 1.25%
iter 1095: loss 1.5827, time 204.87ms, mfu 1.25%
iter 1096: loss 1.5954, time 219.83ms, mfu 1.24%
iter 1097: loss 1.6680, time 203.98ms, mfu 1.25%
iter 1098: loss 1.6657, time 203.16ms, mfu 1.25%
iter 1099: loss 1.6321, time 224.81ms, mfu 1.24%
iter 1100: loss 1.6410, time 205.33ms, mfu 1.24%
iter 1101: loss 1.6394, time 204.02ms, mfu 1.24%
iter 1102: loss 1.6182, time 205.52ms, mfu 1.25%
iter 1103: loss 1.6031, time 214.38ms, mfu 1.24%
iter 1104: loss 1.6914, time 222.47ms, mfu 1.24%
iter 1105: loss 1.6388, time 218.60ms, mfu 1.23%
iter 1106: loss 1.6749, time 205.55ms, mfu 1.23%
iter 1107: loss 1.6398, time 208.88ms, mfu 1.23%
iter 1108: loss 1.5387, time 206.18ms, mfu 1.24%
iter 1109: loss 1.5694, time 204.91ms, mfu 1.24%
iter 1110: loss 1.7017, time 207.75ms, mfu 1.24%
iter 1111: loss 1.6314, time 202.61ms, mfu 1.25%
iter 1112: loss 1.6179, time 205.70ms, mfu 1.25%
iter 1113: loss 1.6836, time 202.07ms, mfu 1.25%
iter 1114: loss 1.6942, time 204.97ms, mfu 1.25%
iter 1115: loss 1.5603, time 207.51ms, mfu 1.25%
iter 1116: loss 1.5420, time 201.20ms, mfu 1.26%
iter 1117: loss 1.7060, time 204.17ms, mfu 1.26%
iter 1118: loss 1.5710, time 200.59ms, mfu 1.26%
iter 1119: loss 1.6419, time 206.52ms, mfu 1.26%
iter 1120: loss 1.7142, time 202.28ms, mfu 1.26%
iter 1121: loss 1.5954, time 207.58ms, mfu 1.26%
iter 1122: loss 1.6517, time 209.38ms, mfu 1.26%
iter 1123: loss 1.6646, time 202.24ms, mfu 1.26%
iter 1124: loss 1.6531, time 221.15ms, mfu 1.25%
iter 1125: loss 1.6484, time 205.75ms, mfu 1.25%
iter 1126: loss 1.7044, time 236.17ms, mfu 1.24%
iter 1127: loss 1.5213, time 214.45ms, mfu 1.24%
iter 1128: loss 1.6506, time 218.06ms, mfu 1.23%
iter 1129: loss 1.5397, time 203.41ms, mfu 1.24%
iter 1130: loss 1.5609, time 202.15ms, mfu 1.24%
iter 1131: loss 1.6494, time 207.22ms, mfu 1.24%
iter 1132: loss 1.6877, time 204.16ms, mfu 1.24%
iter 1133: loss 1.7097, time 205.71ms, mfu 1.25%
iter 1134: loss 1.6507, time 209.68ms, mfu 1.25%
iter 1135: loss 1.5804, time 202.18ms, mfu 1.25%
iter 1136: loss 1.7302, time 205.51ms, mfu 1.25%
iter 1137: loss 1.6252, time 204.20ms, mfu 1.25%
iter 1138: loss 1.6684, time 215.52ms, mfu 1.25%
iter 1139: loss 1.6240, time 204.08ms, mfu 1.25%
iter 1140: loss 1.5685, time 206.25ms, mfu 1.25%
iter 1141: loss 1.5774, time 203.54ms, mfu 1.25%
iter 1142: loss 1.6027, time 201.09ms, mfu 1.26%
iter 1143: loss 1.6205, time 237.70ms, mfu 1.24%
iter 1144: loss 1.6552, time 249.99ms, mfu 1.22%
iter 1145: loss 1.6363, time 206.86ms, mfu 1.22%
iter 1146: loss 1.5172, time 222.54ms, mfu 1.22%
iter 1147: loss 1.7066, time 203.53ms, mfu 1.22%
iter 1148: loss 1.6642, time 204.61ms, mfu 1.23%
iter 1149: loss 1.6164, time 201.36ms, mfu 1.23%
iter 1150: loss 1.6171, time 207.94ms, mfu 1.24%
iter 1151: loss 1.6119, time 204.92ms, mfu 1.24%
iter 1152: loss 1.6947, time 214.15ms, mfu 1.24%
iter 1153: loss 1.6439, time 224.17ms, mfu 1.23%
iter 1154: loss 1.5941, time 205.25ms, mfu 1.23%
iter 1155: loss 1.6021, time 204.49ms, mfu 1.24%
iter 1156: loss 1.5241, time 204.38ms, mfu 1.24%
iter 1157: loss 1.7338, time 204.72ms, mfu 1.24%
iter 1158: loss 1.6368, time 207.24ms, mfu 1.24%
iter 1159: loss 1.6448, time 216.08ms, mfu 1.24%
iter 1160: loss 1.5360, time 202.64ms, mfu 1.24%
iter 1161: loss 1.6184, time 205.09ms, mfu 1.25%
iter 1162: loss 1.5722, time 204.17ms, mfu 1.25%
iter 1163: loss 1.7532, time 220.71ms, mfu 1.24%
iter 1164: loss 1.6598, time 226.40ms, mfu 1.23%
iter 1165: loss 1.6598, time 213.32ms, mfu 1.23%
iter 1166: loss 1.5904, time 204.31ms, mfu 1.23%
iter 1167: loss 1.6381, time 206.68ms, mfu 1.24%
iter 1168: loss 1.5297, time 205.56ms, mfu 1.24%
iter 1169: loss 1.6483, time 204.37ms, mfu 1.24%
iter 1170: loss 1.5397, time 205.36ms, mfu 1.24%
iter 1171: loss 1.5797, time 209.30ms, mfu 1.24%
iter 1172: loss 1.6060, time 207.60ms, mfu 1.24%
iter 1173: loss 1.6527, time 206.51ms, mfu 1.25%
iter 1174: loss 1.5820, time 249.85ms, mfu 1.23%
iter 1175: loss 1.5772, time 256.79ms, mfu 1.20%
iter 1176: loss 1.6290, time 261.03ms, mfu 1.18%
iter 1177: loss 1.7301, time 258.27ms, mfu 1.17%
iter 1178: loss 1.6811, time 277.13ms, mfu 1.14%
iter 1179: loss 1.5479, time 281.88ms, mfu 1.12%
iter 1180: loss 1.6222, time 276.36ms, mfu 1.10%
iter 1181: loss 1.6236, time 280.90ms, mfu 1.08%
iter 1182: loss 1.6021, time 281.18ms, mfu 1.07%
iter 1183: loss 1.5042, time 283.50ms, mfu 1.05%
iter 1184: loss 1.5857, time 277.66ms, mfu 1.04%
iter 1185: loss 1.6200, time 272.49ms, mfu 1.03%
iter 1186: loss 1.6804, time 262.15ms, mfu 1.03%
iter 1187: loss 1.6105, time 265.14ms, mfu 1.02%
iter 1188: loss 1.6044, time 259.43ms, mfu 1.02%
iter 1189: loss 1.6068, time 261.62ms, mfu 1.02%
iter 1190: loss 1.5608, time 279.85ms, mfu 1.01%
iter 1191: loss 1.6047, time 265.35ms, mfu 1.01%
iter 1192: loss 1.4859, time 277.75ms, mfu 1.00%
iter 1193: loss 1.4828, time 280.45ms, mfu 0.99%
iter 1194: loss 1.6997, time 275.07ms, mfu 0.99%
iter 1195: loss 1.5825, time 264.07ms, mfu 0.99%
iter 1196: loss 1.5072, time 268.34ms, mfu 0.98%
iter 1197: loss 1.7392, time 265.54ms, mfu 0.98%
iter 1198: loss 1.5346, time 269.32ms, mfu 0.98%
iter 1199: loss 1.6915, time 265.00ms, mfu 0.98%
step 1200: train loss 1.4778, val loss 1.6677
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h4_e256_bs16_it2000_do02
iter 1200: loss 1.5256, time 1372.67ms, mfu 0.90%
iter 1201: loss 1.5241, time 271.99ms, mfu 0.91%
iter 1202: loss 1.5908, time 259.80ms, mfu 0.92%
iter 1203: loss 1.6262, time 275.37ms, mfu 0.92%
iter 1204: loss 1.7285, time 249.35ms, mfu 0.93%
iter 1205: loss 1.5310, time 233.19ms, mfu 0.95%
iter 1206: loss 1.5049, time 269.35ms, mfu 0.95%
iter 1207: loss 1.5490, time 270.88ms, mfu 0.95%
iter 1208: loss 1.6687, time 258.85ms, mfu 0.96%
iter 1209: loss 1.6215, time 254.48ms, mfu 0.96%
iter 1210: loss 1.6333, time 261.86ms, mfu 0.97%
iter 1211: loss 1.5069, time 272.72ms, mfu 0.96%
iter 1212: loss 1.5346, time 277.21ms, mfu 0.96%
iter 1213: loss 1.5807, time 272.22ms, mfu 0.96%
iter 1214: loss 1.6672, time 272.20ms, mfu 0.96%
iter 1215: loss 1.6028, time 262.51ms, mfu 0.96%
iter 1216: loss 1.5991, time 248.15ms, mfu 0.97%
iter 1217: loss 1.5792, time 264.35ms, mfu 0.97%
iter 1218: loss 1.5869, time 274.24ms, mfu 0.97%
iter 1219: loss 1.6038, time 257.14ms, mfu 0.97%
iter 1220: loss 1.5702, time 279.61ms, mfu 0.97%
iter 1221: loss 1.4968, time 274.75ms, mfu 0.97%
iter 1222: loss 1.5364, time 266.00ms, mfu 0.97%
iter 1223: loss 1.6315, time 244.89ms, mfu 0.98%
iter 1224: loss 1.6694, time 274.40ms, mfu 0.97%
iter 1225: loss 1.6367, time 250.57ms, mfu 0.98%
iter 1226: loss 1.6223, time 266.81ms, mfu 0.98%
iter 1227: loss 1.7345, time 280.83ms, mfu 0.97%
iter 1228: loss 1.5748, time 287.85ms, mfu 0.97%
iter 1229: loss 1.5391, time 259.04ms, mfu 0.97%
iter 1230: loss 1.6044, time 263.88ms, mfu 0.97%
iter 1231: loss 1.5981, time 264.49ms, mfu 0.97%
iter 1232: loss 1.5918, time 253.43ms, mfu 0.98%
iter 1233: loss 1.6071, time 261.24ms, mfu 0.98%
iter 1234: loss 1.6015, time 270.40ms, mfu 0.98%
iter 1235: loss 1.7026, time 273.40ms, mfu 0.97%
iter 1236: loss 1.5435, time 250.26ms, mfu 0.98%
iter 1237: loss 1.5805, time 269.40ms, mfu 0.98%
iter 1238: loss 1.5080, time 264.39ms, mfu 0.98%
iter 1239: loss 1.5330, time 260.94ms, mfu 0.98%
iter 1240: loss 1.5375, time 247.08ms, mfu 0.99%
iter 1241: loss 1.5952, time 278.79ms, mfu 0.98%
iter 1242: loss 1.5479, time 258.09ms, mfu 0.98%
iter 1243: loss 1.5606, time 296.70ms, mfu 0.97%
iter 1244: loss 1.6174, time 279.17ms, mfu 0.97%
iter 1245: loss 1.5105, time 333.95ms, mfu 0.95%
iter 1246: loss 1.6687, time 274.61ms, mfu 0.95%
iter 1247: loss 1.4956, time 255.52ms, mfu 0.96%
iter 1248: loss 1.5437, time 265.83ms, mfu 0.96%
iter 1249: loss 1.5867, time 255.42ms, mfu 0.96%
iter 1250: loss 1.4586, time 255.79ms, mfu 0.97%
iter 1251: loss 1.6173, time 281.20ms, mfu 0.96%
iter 1252: loss 1.5137, time 262.38ms, mfu 0.97%
iter 1253: loss 1.5126, time 248.76ms, mfu 0.97%
iter 1254: loss 1.5656, time 257.43ms, mfu 0.98%
iter 1255: loss 1.5131, time 250.96ms, mfu 0.98%
iter 1256: loss 1.5007, time 255.08ms, mfu 0.99%
iter 1257: loss 1.5205, time 265.59ms, mfu 0.99%
iter 1258: loss 1.5787, time 268.47ms, mfu 0.98%
iter 1259: loss 1.5496, time 254.66ms, mfu 0.99%
iter 1260: loss 1.5716, time 271.58ms, mfu 0.98%
iter 1261: loss 1.5474, time 269.63ms, mfu 0.98%
iter 1262: loss 1.5852, time 260.05ms, mfu 0.98%
iter 1263: loss 1.6201, time 263.84ms, mfu 0.98%
iter 1264: loss 1.5360, time 249.69ms, mfu 0.99%
iter 1265: loss 1.6300, time 238.80ms, mfu 1.00%
iter 1266: loss 1.5214, time 261.60ms, mfu 1.00%
iter 1267: loss 1.5882, time 237.51ms, mfu 1.01%
iter 1268: loss 1.5264, time 271.04ms, mfu 1.00%
iter 1269: loss 1.5487, time 276.11ms, mfu 1.00%
iter 1270: loss 1.4935, time 279.18ms, mfu 0.99%
iter 1271: loss 1.5095, time 264.90ms, mfu 0.99%
iter 1272: loss 1.5867, time 264.85ms, mfu 0.99%
iter 1273: loss 1.6570, time 272.68ms, mfu 0.98%
iter 1274: loss 1.6552, time 263.66ms, mfu 0.98%
iter 1275: loss 1.5962, time 241.08ms, mfu 0.99%
iter 1276: loss 1.6288, time 273.15ms, mfu 0.99%
iter 1277: loss 1.4643, time 265.42ms, mfu 0.99%
iter 1278: loss 1.4388, time 252.35ms, mfu 0.99%
iter 1279: loss 1.4782, time 273.54ms, mfu 0.99%
iter 1280: loss 1.4764, time 270.79ms, mfu 0.99%
iter 1281: loss 1.4903, time 276.99ms, mfu 0.98%
iter 1282: loss 1.5650, time 270.89ms, mfu 0.98%
iter 1283: loss 1.5739, time 250.03ms, mfu 0.98%
iter 1284: loss 1.5924, time 257.49ms, mfu 0.99%
iter 1285: loss 1.5303, time 241.52ms, mfu 1.00%
iter 1286: loss 1.5367, time 262.75ms, mfu 0.99%
iter 1287: loss 1.5987, time 241.95ms, mfu 1.00%
iter 1288: loss 1.5596, time 252.37ms, mfu 1.01%
iter 1289: loss 1.5728, time 251.45ms, mfu 1.01%
iter 1290: loss 1.5194, time 259.54ms, mfu 1.01%
iter 1291: loss 1.5147, time 238.13ms, mfu 1.02%
iter 1292: loss 1.5094, time 245.92ms, mfu 1.02%
iter 1293: loss 1.6155, time 257.42ms, mfu 1.02%
iter 1294: loss 1.6059, time 256.72ms, mfu 1.02%
iter 1295: loss 1.5854, time 225.86ms, mfu 1.03%
iter 1296: loss 1.4900, time 248.13ms, mfu 1.03%
iter 1297: loss 1.5994, time 235.24ms, mfu 1.04%
iter 1298: loss 1.5049, time 252.47ms, mfu 1.04%
iter 1299: loss 1.5808, time 251.89ms, mfu 1.04%
iter 1300: loss 1.5177, time 259.33ms, mfu 1.03%
iter 1301: loss 1.5161, time 247.19ms, mfu 1.04%
iter 1302: loss 1.6269, time 246.59ms, mfu 1.04%
iter 1303: loss 1.5910, time 245.64ms, mfu 1.04%
iter 1304: loss 1.4531, time 232.65ms, mfu 1.05%
iter 1305: loss 1.5424, time 247.65ms, mfu 1.05%
iter 1306: loss 1.5660, time 251.64ms, mfu 1.05%
iter 1307: loss 1.6038, time 233.89ms, mfu 1.05%
iter 1308: loss 1.5830, time 238.36ms, mfu 1.06%
iter 1309: loss 1.5287, time 247.86ms, mfu 1.05%
iter 1310: loss 1.6221, time 243.98ms, mfu 1.06%
iter 1311: loss 1.5346, time 235.90ms, mfu 1.06%
iter 1312: loss 1.5645, time 237.09ms, mfu 1.06%
iter 1313: loss 1.6531, time 243.54ms, mfu 1.06%
iter 1314: loss 1.4917, time 259.21ms, mfu 1.06%
iter 1315: loss 1.5509, time 238.69ms, mfu 1.06%
iter 1316: loss 1.6092, time 251.60ms, mfu 1.06%
iter 1317: loss 1.5047, time 237.65ms, mfu 1.06%
iter 1318: loss 1.5582, time 248.34ms, mfu 1.06%
iter 1319: loss 1.5955, time 243.97ms, mfu 1.06%
iter 1320: loss 1.4852, time 244.69ms, mfu 1.06%
iter 1321: loss 1.4966, time 248.60ms, mfu 1.06%
iter 1322: loss 1.5044, time 254.50ms, mfu 1.05%
iter 1323: loss 1.5897, time 252.43ms, mfu 1.05%
iter 1324: loss 1.5487, time 248.90ms, mfu 1.05%
iter 1325: loss 1.5655, time 234.58ms, mfu 1.06%
iter 1326: loss 1.6455, time 233.25ms, mfu 1.06%
