Overriding: dataset = shakespeare_char
Overriding: block_size = 64
Overriding: n_layer = 4
Overriding: n_head = 8
Overriding: n_embd = 256
Overriding: batch_size = 8
Overriding: max_iters = 2000
Overriding: dropout = 0.2
Overriding: eval_interval = 200
Overriding: compile = False
Overriding: out_dir = C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h8_e256_bs8_it2000_do02
Overriding: wandb_log = False
tokens per iteration will be: 20,480
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 3.16M
num decayed parameter tensors: 18, with 3,178,752 parameters
num non-decayed parameter tensors: 9, with 2,304 parameters
iter 1327: loss 1.5430, time 252.81ms, mfu 0.50%
iter 1328: loss 1.6223, time 252.60ms, mfu 0.50%
iter 1329: loss 1.6577, time 242.25ms, mfu 0.51%
iter 1330: loss 1.8144, time 243.57ms, mfu 0.51%
iter 1331: loss 1.6849, time 252.12ms, mfu 0.51%
iter 1332: loss 1.7060, time 267.16ms, mfu 0.51%
iter 1333: loss 1.6956, time 252.74ms, mfu 0.51%
iter 1334: loss 1.6224, time 262.80ms, mfu 0.51%
iter 1335: loss 1.6237, time 264.40ms, mfu 0.51%
iter 1336: loss 1.6599, time 253.81ms, mfu 0.51%
iter 1337: loss 1.5850, time 263.98ms, mfu 0.50%
iter 1338: loss 1.5482, time 257.08ms, mfu 0.50%
iter 1339: loss 1.7583, time 249.79ms, mfu 0.51%
iter 1340: loss 1.6231, time 252.78ms, mfu 0.51%
iter 1341: loss 1.5460, time 251.38ms, mfu 0.51%
iter 1342: loss 1.6212, time 245.85ms, mfu 0.51%
iter 1343: loss 1.5248, time 261.85ms, mfu 0.51%
iter 1344: loss 1.7000, time 249.52ms, mfu 0.51%
iter 1345: loss 1.7087, time 240.25ms, mfu 0.51%
iter 1346: loss 1.5016, time 244.65ms, mfu 0.51%
iter 1347: loss 1.5935, time 267.80ms, mfu 0.51%
iter 1348: loss 1.7692, time 248.29ms, mfu 0.51%
iter 1349: loss 1.6062, time 261.98ms, mfu 0.51%
iter 1350: loss 1.5739, time 260.09ms, mfu 0.51%
iter 1351: loss 1.7246, time 269.73ms, mfu 0.51%
iter 1352: loss 1.7653, time 260.46ms, mfu 0.51%
iter 1353: loss 1.5488, time 269.46ms, mfu 0.50%
iter 1354: loss 1.6064, time 260.59ms, mfu 0.50%
iter 1355: loss 1.6766, time 275.80ms, mfu 0.50%
iter 1356: loss 1.6426, time 264.64ms, mfu 0.50%
iter 1357: loss 1.7047, time 261.81ms, mfu 0.50%
iter 1358: loss 1.6728, time 274.19ms, mfu 0.50%
iter 1359: loss 1.6110, time 246.17ms, mfu 0.50%
iter 1360: loss 1.5544, time 234.68ms, mfu 0.50%
iter 1361: loss 1.6955, time 273.71ms, mfu 0.50%
iter 1362: loss 1.7255, time 245.06ms, mfu 0.50%
iter 1363: loss 1.6686, time 262.82ms, mfu 0.50%
iter 1364: loss 1.6321, time 266.82ms, mfu 0.50%
iter 1365: loss 1.5742, time 264.77ms, mfu 0.50%
iter 1366: loss 1.7118, time 263.64ms, mfu 0.50%
iter 1367: loss 1.7309, time 254.89ms, mfu 0.50%
iter 1368: loss 1.6944, time 202.41ms, mfu 0.51%
iter 1369: loss 1.6313, time 210.24ms, mfu 0.52%
iter 1370: loss 1.6172, time 207.29ms, mfu 0.54%
iter 1371: loss 1.5176, time 214.97ms, mfu 0.54%
iter 1372: loss 1.4988, time 216.21ms, mfu 0.55%
iter 1373: loss 1.5708, time 205.66ms, mfu 0.56%
iter 1374: loss 1.6015, time 211.34ms, mfu 0.56%
iter 1375: loss 1.6578, time 207.33ms, mfu 0.57%
iter 1376: loss 1.5847, time 206.06ms, mfu 0.57%
iter 1377: loss 1.6180, time 210.71ms, mfu 0.58%
iter 1378: loss 1.5617, time 203.15ms, mfu 0.58%
iter 1379: loss 1.6043, time 212.88ms, mfu 0.59%
iter 1380: loss 1.4939, time 207.04ms, mfu 0.59%
iter 1381: loss 1.5869, time 208.06ms, mfu 0.59%
iter 1382: loss 1.7349, time 218.05ms, mfu 0.59%
iter 1383: loss 1.7367, time 212.73ms, mfu 0.60%
iter 1384: loss 1.5616, time 213.87ms, mfu 0.60%
iter 1385: loss 1.6721, time 211.27ms, mfu 0.60%
iter 1386: loss 1.9058, time 204.94ms, mfu 0.60%
iter 1387: loss 1.7149, time 210.25ms, mfu 0.60%
iter 1388: loss 1.6469, time 217.19ms, mfu 0.60%
iter 1389: loss 1.6062, time 209.08ms, mfu 0.60%
iter 1390: loss 1.6342, time 235.43ms, mfu 0.60%
iter 1391: loss 1.6380, time 225.00ms, mfu 0.60%
iter 1392: loss 1.5340, time 210.23ms, mfu 0.60%
iter 1393: loss 1.5152, time 211.04ms, mfu 0.60%
iter 1394: loss 1.5259, time 208.22ms, mfu 0.60%
iter 1395: loss 1.4762, time 212.27ms, mfu 0.60%
iter 1396: loss 1.5767, time 217.05ms, mfu 0.60%
iter 1397: loss 1.5109, time 206.16ms, mfu 0.61%
iter 1398: loss 1.6879, time 205.17ms, mfu 0.61%
iter 1399: loss 1.5712, time 206.55ms, mfu 0.61%
step 1400: train loss 1.5086, val loss 1.6826
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h8_e256_bs8_it2000_do02
iter 1400: loss 1.5432, time 1115.77ms, mfu 0.56%
iter 1401: loss 1.6345, time 208.64ms, mfu 0.57%
iter 1402: loss 1.4590, time 210.78ms, mfu 0.57%
iter 1403: loss 1.5533, time 208.99ms, mfu 0.58%
iter 1404: loss 1.5896, time 222.19ms, mfu 0.58%
iter 1405: loss 1.6606, time 233.05ms, mfu 0.58%
iter 1406: loss 1.6206, time 232.11ms, mfu 0.57%
iter 1407: loss 1.6179, time 237.62ms, mfu 0.57%
iter 1408: loss 1.5746, time 221.07ms, mfu 0.57%
iter 1409: loss 1.5552, time 230.11ms, mfu 0.57%
iter 1410: loss 1.5549, time 223.07ms, mfu 0.57%
iter 1411: loss 1.5996, time 213.54ms, mfu 0.58%
iter 1412: loss 1.6057, time 218.05ms, mfu 0.58%
iter 1413: loss 1.4831, time 211.46ms, mfu 0.58%
iter 1414: loss 1.5153, time 218.68ms, mfu 0.58%
iter 1415: loss 1.6166, time 204.11ms, mfu 0.59%
iter 1416: loss 1.6260, time 208.52ms, mfu 0.59%
iter 1417: loss 1.5868, time 208.96ms, mfu 0.59%
iter 1418: loss 1.4852, time 211.58ms, mfu 0.60%
iter 1419: loss 1.5205, time 227.41ms, mfu 0.59%
iter 1420: loss 1.7533, time 210.19ms, mfu 0.60%
iter 1421: loss 1.5844, time 206.63ms, mfu 0.60%
iter 1422: loss 1.5297, time 212.85ms, mfu 0.60%
iter 1423: loss 1.4482, time 214.86ms, mfu 0.60%
iter 1424: loss 1.7947, time 208.69ms, mfu 0.60%
iter 1425: loss 1.4498, time 209.71ms, mfu 0.60%
iter 1426: loss 1.3854, time 213.11ms, mfu 0.61%
iter 1427: loss 1.7287, time 207.19ms, mfu 0.61%
iter 1428: loss 1.6377, time 237.34ms, mfu 0.60%
iter 1429: loss 1.6213, time 208.30ms, mfu 0.60%
iter 1430: loss 1.6113, time 214.44ms, mfu 0.60%
iter 1431: loss 1.5172, time 208.07ms, mfu 0.61%
iter 1432: loss 1.6664, time 207.12ms, mfu 0.61%
iter 1433: loss 1.5704, time 227.38ms, mfu 0.60%
iter 1434: loss 1.6914, time 212.45ms, mfu 0.60%
iter 1435: loss 1.6271, time 206.02ms, mfu 0.61%
iter 1436: loss 1.5540, time 210.23ms, mfu 0.61%
iter 1437: loss 1.5216, time 204.52ms, mfu 0.61%
iter 1438: loss 1.6103, time 203.67ms, mfu 0.61%
iter 1439: loss 1.5871, time 207.04ms, mfu 0.61%
iter 1440: loss 1.6139, time 218.80ms, mfu 0.61%
iter 1441: loss 1.5948, time 207.66ms, mfu 0.61%
iter 1442: loss 1.5692, time 203.44ms, mfu 0.62%
iter 1443: loss 1.4916, time 213.50ms, mfu 0.62%
iter 1444: loss 1.4441, time 203.52ms, mfu 0.62%
iter 1445: loss 1.5261, time 211.16ms, mfu 0.62%
iter 1446: loss 1.6956, time 212.39ms, mfu 0.62%
iter 1447: loss 1.5840, time 206.27ms, mfu 0.62%
iter 1448: loss 1.6451, time 204.26ms, mfu 0.62%
iter 1449: loss 1.6435, time 201.22ms, mfu 0.62%
iter 1450: loss 1.5943, time 209.81ms, mfu 0.62%
iter 1451: loss 1.6043, time 205.88ms, mfu 0.62%
iter 1452: loss 1.5727, time 205.77ms, mfu 0.62%
iter 1453: loss 1.7031, time 221.71ms, mfu 0.62%
iter 1454: loss 1.4936, time 221.13ms, mfu 0.62%
iter 1455: loss 1.6332, time 214.20ms, mfu 0.62%
iter 1456: loss 1.5990, time 204.13ms, mfu 0.62%
iter 1457: loss 1.5258, time 207.19ms, mfu 0.62%
iter 1458: loss 1.5583, time 218.09ms, mfu 0.62%
iter 1459: loss 1.4241, time 206.40ms, mfu 0.62%
iter 1460: loss 1.4790, time 228.38ms, mfu 0.61%
iter 1461: loss 1.5355, time 203.92ms, mfu 0.61%
iter 1462: loss 1.6246, time 216.42ms, mfu 0.61%
iter 1463: loss 1.6192, time 211.60ms, mfu 0.61%
iter 1464: loss 1.6734, time 209.47ms, mfu 0.61%
iter 1465: loss 1.6326, time 236.78ms, mfu 0.61%
iter 1466: loss 1.6223, time 212.69ms, mfu 0.61%
iter 1467: loss 1.6439, time 213.60ms, mfu 0.61%
iter 1468: loss 1.5810, time 228.53ms, mfu 0.60%
iter 1469: loss 1.4674, time 208.60ms, mfu 0.61%
iter 1470: loss 1.5263, time 209.28ms, mfu 0.61%
iter 1471: loss 1.5774, time 206.75ms, mfu 0.61%
iter 1472: loss 1.6578, time 207.43ms, mfu 0.61%
iter 1473: loss 1.7147, time 210.74ms, mfu 0.61%
iter 1474: loss 1.6603, time 217.57ms, mfu 0.61%
iter 1475: loss 1.5911, time 203.78ms, mfu 0.61%
iter 1476: loss 1.5363, time 217.26ms, mfu 0.61%
iter 1477: loss 1.6337, time 211.19ms, mfu 0.61%
iter 1478: loss 1.6210, time 212.35ms, mfu 0.61%
iter 1479: loss 1.5396, time 212.16ms, mfu 0.61%
iter 1480: loss 1.6255, time 223.94ms, mfu 0.61%
iter 1481: loss 1.6472, time 212.80ms, mfu 0.61%
iter 1482: loss 1.5756, time 206.65ms, mfu 0.61%
iter 1483: loss 1.5795, time 206.28ms, mfu 0.61%
iter 1484: loss 1.4786, time 217.10ms, mfu 0.61%
iter 1485: loss 1.4821, time 222.82ms, mfu 0.61%
iter 1486: loss 1.5927, time 217.92ms, mfu 0.61%
iter 1487: loss 1.6000, time 213.07ms, mfu 0.61%
iter 1488: loss 1.3969, time 216.02ms, mfu 0.61%
iter 1489: loss 1.4974, time 206.48ms, mfu 0.61%
iter 1490: loss 1.4021, time 214.30ms, mfu 0.61%
iter 1491: loss 1.6614, time 212.45ms, mfu 0.61%
iter 1492: loss 1.5992, time 208.54ms, mfu 0.61%
iter 1493: loss 1.5363, time 209.77ms, mfu 0.61%
iter 1494: loss 1.4786, time 206.77ms, mfu 0.61%
iter 1495: loss 1.5675, time 205.37ms, mfu 0.61%
iter 1496: loss 1.5899, time 206.73ms, mfu 0.62%
iter 1497: loss 1.4470, time 209.91ms, mfu 0.62%
iter 1498: loss 1.5394, time 217.67ms, mfu 0.61%
iter 1499: loss 1.6495, time 206.72ms, mfu 0.62%
iter 1500: loss 1.4631, time 203.19ms, mfu 0.62%
iter 1501: loss 1.5879, time 210.91ms, mfu 0.62%
iter 1502: loss 1.5940, time 207.54ms, mfu 0.62%
iter 1503: loss 1.6361, time 211.38ms, mfu 0.62%
iter 1504: loss 1.6062, time 246.32ms, mfu 0.61%
iter 1505: loss 1.5925, time 272.56ms, mfu 0.60%
iter 1506: loss 1.6136, time 254.65ms, mfu 0.59%
iter 1507: loss 1.5340, time 283.54ms, mfu 0.57%
iter 1508: loss 1.4745, time 274.41ms, mfu 0.56%
iter 1509: loss 1.6059, time 271.52ms, mfu 0.56%
iter 1510: loss 1.5677, time 272.20ms, mfu 0.55%
iter 1511: loss 1.7551, time 278.02ms, mfu 0.54%
iter 1512: loss 1.5927, time 269.81ms, mfu 0.53%
iter 1513: loss 1.4716, time 279.34ms, mfu 0.53%
iter 1514: loss 1.6742, time 278.33ms, mfu 0.52%
iter 1515: loss 1.5468, time 256.84ms, mfu 0.52%
iter 1516: loss 1.5597, time 235.01ms, mfu 0.52%
iter 1517: loss 1.7359, time 240.36ms, mfu 0.52%
iter 1518: loss 1.4827, time 281.54ms, mfu 0.52%
iter 1519: loss 1.5984, time 280.87ms, mfu 0.51%
iter 1520: loss 1.5637, time 259.17ms, mfu 0.51%
iter 1521: loss 1.4247, time 235.96ms, mfu 0.52%
iter 1522: loss 1.6404, time 241.74ms, mfu 0.52%
iter 1523: loss 1.6057, time 271.01ms, mfu 0.51%
iter 1524: loss 1.6486, time 259.06ms, mfu 0.51%
iter 1525: loss 1.4801, time 285.61ms, mfu 0.51%
iter 1526: loss 1.6089, time 225.34ms, mfu 0.51%
iter 1527: loss 1.6429, time 247.89ms, mfu 0.51%
iter 1528: loss 1.5962, time 267.90ms, mfu 0.51%
iter 1529: loss 1.6301, time 263.84ms, mfu 0.51%
iter 1530: loss 1.6080, time 267.23ms, mfu 0.51%
iter 1531: loss 1.4909, time 253.88ms, mfu 0.51%
iter 1532: loss 1.5278, time 266.31ms, mfu 0.51%
iter 1533: loss 1.5796, time 253.09ms, mfu 0.51%
iter 1534: loss 1.6538, time 271.55ms, mfu 0.50%
iter 1535: loss 1.5431, time 262.03ms, mfu 0.50%
iter 1536: loss 1.5146, time 270.95ms, mfu 0.50%
iter 1537: loss 1.6788, time 263.55ms, mfu 0.50%
iter 1538: loss 1.5624, time 274.00ms, mfu 0.50%
iter 1539: loss 1.5329, time 282.52ms, mfu 0.49%
iter 1540: loss 1.6529, time 279.12ms, mfu 0.49%
iter 1541: loss 1.5995, time 268.02ms, mfu 0.49%
iter 1542: loss 1.6321, time 258.39ms, mfu 0.49%
iter 1543: loss 1.6317, time 283.64ms, mfu 0.49%
iter 1544: loss 1.6517, time 279.70ms, mfu 0.49%
iter 1545: loss 1.5226, time 269.70ms, mfu 0.48%
iter 1546: loss 1.4688, time 269.09ms, mfu 0.48%
iter 1547: loss 1.5446, time 269.79ms, mfu 0.48%
iter 1548: loss 1.4872, time 274.73ms, mfu 0.48%
iter 1549: loss 1.4994, time 277.81ms, mfu 0.48%
iter 1550: loss 1.5193, time 274.65ms, mfu 0.48%
iter 1551: loss 1.4887, time 271.14ms, mfu 0.48%
iter 1552: loss 1.6403, time 273.88ms, mfu 0.48%
iter 1553: loss 1.6294, time 267.85ms, mfu 0.48%
iter 1554: loss 1.5330, time 273.10ms, mfu 0.48%
iter 1555: loss 1.4802, time 269.48ms, mfu 0.48%
iter 1556: loss 1.4368, time 256.65ms, mfu 0.48%
iter 1557: loss 1.6040, time 258.13ms, mfu 0.48%
iter 1558: loss 1.8120, time 265.14ms, mfu 0.49%
iter 1559: loss 1.5447, time 280.14ms, mfu 0.48%
iter 1560: loss 1.5012, time 269.69ms, mfu 0.48%
iter 1561: loss 1.6221, time 237.22ms, mfu 0.49%
iter 1562: loss 1.6596, time 267.54ms, mfu 0.49%
iter 1563: loss 1.6508, time 271.35ms, mfu 0.49%
iter 1564: loss 1.5809, time 276.09ms, mfu 0.49%
iter 1565: loss 1.5592, time 267.47ms, mfu 0.49%
iter 1566: loss 1.6792, time 265.72ms, mfu 0.49%
iter 1567: loss 1.5702, time 285.62ms, mfu 0.48%
iter 1568: loss 1.4374, time 259.06ms, mfu 0.48%
iter 1569: loss 1.5200, time 263.45ms, mfu 0.49%
iter 1570: loss 1.5873, time 255.77ms, mfu 0.49%
iter 1571: loss 1.5576, time 271.26ms, mfu 0.49%
iter 1572: loss 1.5780, time 248.19ms, mfu 0.49%
iter 1573: loss 1.6287, time 274.66ms, mfu 0.49%
iter 1574: loss 1.5952, time 263.81ms, mfu 0.49%
iter 1575: loss 1.5154, time 271.26ms, mfu 0.49%
iter 1576: loss 1.5732, time 252.53ms, mfu 0.49%
iter 1577: loss 1.4653, time 275.82ms, mfu 0.49%
iter 1578: loss 1.4161, time 262.07ms, mfu 0.49%
iter 1579: loss 1.5910, time 274.22ms, mfu 0.49%
iter 1580: loss 1.6055, time 275.99ms, mfu 0.49%
iter 1581: loss 1.5236, time 273.41ms, mfu 0.48%
iter 1582: loss 1.5843, time 282.03ms, mfu 0.48%
iter 1583: loss 1.5920, time 247.29ms, mfu 0.49%
iter 1584: loss 1.5919, time 240.91ms, mfu 0.49%
iter 1585: loss 1.6874, time 248.30ms, mfu 0.49%
iter 1586: loss 1.4037, time 279.54ms, mfu 0.49%
iter 1587: loss 1.5270, time 273.47ms, mfu 0.49%
iter 1588: loss 1.5624, time 277.19ms, mfu 0.49%
iter 1589: loss 1.5010, time 252.54ms, mfu 0.49%
iter 1590: loss 1.6775, time 278.64ms, mfu 0.49%
iter 1591: loss 1.5824, time 292.84ms, mfu 0.48%
iter 1592: loss 1.6110, time 271.17ms, mfu 0.48%
iter 1593: loss 1.6787, time 265.86ms, mfu 0.48%
iter 1594: loss 1.4423, time 257.42ms, mfu 0.49%
iter 1595: loss 1.4924, time 279.87ms, mfu 0.48%
iter 1596: loss 1.5456, time 257.02ms, mfu 0.49%
iter 1597: loss 1.4728, time 262.97ms, mfu 0.49%
iter 1598: loss 1.5098, time 273.86ms, mfu 0.49%
iter 1599: loss 1.4010, time 246.82ms, mfu 0.49%
step 1600: train loss 1.4633, val loss 1.6550
saving checkpoint to C:\Users\dunke\nanoGPT_CSCE5218\out\b64_l4_h8_e256_bs8_it2000_do02
iter 1600: loss 1.5732, time 1432.23ms, mfu 0.45%
iter 1601: loss 1.4901, time 274.53ms, mfu 0.45%
iter 1602: loss 1.4544, time 259.12ms, mfu 0.46%
iter 1603: loss 1.6975, time 264.14ms, mfu 0.46%
iter 1604: loss 1.5609, time 231.47ms, mfu 0.47%
iter 1605: loss 1.6332, time 242.29ms, mfu 0.48%
iter 1606: loss 1.5615, time 254.25ms, mfu 0.48%
iter 1607: loss 1.5309, time 268.18ms, mfu 0.48%
iter 1608: loss 1.5234, time 268.40ms, mfu 0.48%
iter 1609: loss 1.6315, time 270.62ms, mfu 0.48%
iter 1610: loss 1.6894, time 290.03ms, mfu 0.48%
iter 1611: loss 1.5107, time 269.67ms, mfu 0.48%
iter 1612: loss 1.6084, time 278.39ms, mfu 0.48%
iter 1613: loss 1.5130, time 233.03ms, mfu 0.48%
iter 1614: loss 1.4328, time 213.03ms, mfu 0.50%
iter 1615: loss 1.5024, time 229.54ms, mfu 0.50%
iter 1616: loss 1.5527, time 219.61ms, mfu 0.51%
iter 1617: loss 1.6968, time 236.91ms, mfu 0.52%
iter 1618: loss 1.4936, time 232.53ms, mfu 0.52%
iter 1619: loss 1.5164, time 225.35ms, mfu 0.53%
iter 1620: loss 1.6205, time 221.59ms, mfu 0.53%
iter 1621: loss 1.5181, time 222.82ms, mfu 0.54%
iter 1622: loss 1.5394, time 213.15ms, mfu 0.54%
iter 1623: loss 1.5099, time 253.22ms, mfu 0.54%
iter 1624: loss 1.6144, time 217.46ms, mfu 0.55%
iter 1625: loss 1.5274, time 226.25ms, mfu 0.55%
iter 1626: loss 1.7171, time 233.79ms, mfu 0.55%
iter 1627: loss 1.3169, time 224.50ms, mfu 0.55%
iter 1628: loss 1.5251, time 226.18ms, mfu 0.55%
iter 1629: loss 1.5259, time 229.77ms, mfu 0.56%
iter 1630: loss 1.4957, time 225.41ms, mfu 0.56%
iter 1631: loss 1.5260, time 220.41ms, mfu 0.56%
iter 1632: loss 1.6208, time 204.51ms, mfu 0.57%
iter 1633: loss 1.5918, time 206.00ms, mfu 0.57%
iter 1634: loss 1.6429, time 210.06ms, mfu 0.58%
iter 1635: loss 1.5166, time 263.61ms, mfu 0.57%
iter 1636: loss 1.4716, time 253.18ms, mfu 0.56%
iter 1637: loss 1.5465, time 211.78ms, mfu 0.57%
iter 1638: loss 1.4194, time 216.94ms, mfu 0.57%
iter 1639: loss 1.5962, time 220.46ms, mfu 0.57%
iter 1640: loss 1.5025, time 223.91ms, mfu 0.57%
iter 1641: loss 1.4678, time 220.75ms, mfu 0.58%
iter 1642: loss 1.4933, time 218.47ms, mfu 0.58%
iter 1643: loss 1.4587, time 225.22ms, mfu 0.58%
iter 1644: loss 1.5478, time 215.90ms, mfu 0.58%
iter 1645: loss 1.6596, time 231.89ms, mfu 0.58%
iter 1646: loss 1.3610, time 220.34ms, mfu 0.58%
iter 1647: loss 1.4604, time 219.10ms, mfu 0.58%
iter 1648: loss 1.3605, time 202.51ms, mfu 0.59%
iter 1649: loss 1.4973, time 215.26ms, mfu 0.59%
iter 1650: loss 1.6263, time 217.60ms, mfu 0.59%
iter 1651: loss 1.6629, time 221.83ms, mfu 0.59%
iter 1652: loss 1.6875, time 217.90ms, mfu 0.59%
iter 1653: loss 1.5524, time 217.02ms, mfu 0.59%
iter 1654: loss 1.5875, time 213.20ms, mfu 0.59%
iter 1655: loss 1.5170, time 224.91ms, mfu 0.59%
iter 1656: loss 1.5153, time 211.07ms, mfu 0.59%
iter 1657: loss 1.4973, time 213.48ms, mfu 0.59%
iter 1658: loss 1.3790, time 214.35ms, mfu 0.60%
iter 1659: loss 1.4048, time 218.88ms, mfu 0.60%
iter 1660: loss 1.3848, time 216.02ms, mfu 0.60%
iter 1661: loss 1.4281, time 226.57ms, mfu 0.59%
iter 1662: loss 1.7263, time 216.82ms, mfu 0.59%
iter 1663: loss 1.5745, time 210.04ms, mfu 0.60%
iter 1664: loss 1.5103, time 220.84ms, mfu 0.60%
iter 1665: loss 1.5919, time 215.35ms, mfu 0.60%
iter 1666: loss 1.6189, time 224.77ms, mfu 0.59%
iter 1667: loss 1.6118, time 202.90ms, mfu 0.60%
iter 1668: loss 1.3343, time 204.44ms, mfu 0.60%
iter 1669: loss 1.4809, time 213.68ms, mfu 0.60%
iter 1670: loss 1.3462, time 211.49ms, mfu 0.60%
iter 1671: loss 1.4811, time 213.99ms, mfu 0.60%
iter 1672: loss 1.5434, time 219.81ms, mfu 0.60%
iter 1673: loss 1.4071, time 224.60ms, mfu 0.60%
iter 1674: loss 1.4995, time 225.08ms, mfu 0.60%
iter 1675: loss 1.5187, time 228.08ms, mfu 0.60%
iter 1676: loss 1.5742, time 206.66ms, mfu 0.60%
iter 1677: loss 1.4017, time 215.72ms, mfu 0.60%
iter 1678: loss 1.4998, time 215.40ms, mfu 0.60%
iter 1679: loss 1.3918, time 210.38ms, mfu 0.60%
iter 1680: loss 1.4863, time 221.68ms, mfu 0.60%
iter 1681: loss 1.5136, time 236.43ms, mfu 0.59%
iter 1682: loss 1.4373, time 232.81ms, mfu 0.59%
iter 1683: loss 1.5433, time 213.81ms, mfu 0.59%
iter 1684: loss 1.5501, time 218.35ms, mfu 0.59%
iter 1685: loss 1.4979, time 206.48ms, mfu 0.60%
iter 1686: loss 1.5562, time 214.32ms, mfu 0.60%
iter 1687: loss 1.4600, time 226.87ms, mfu 0.59%
iter 1688: loss 1.5275, time 214.62ms, mfu 0.60%
iter 1689: loss 1.5733, time 221.56ms, mfu 0.59%
iter 1690: loss 1.4533, time 211.32ms, mfu 0.60%
iter 1691: loss 1.5054, time 227.59ms, mfu 0.59%
iter 1692: loss 1.6281, time 215.17ms, mfu 0.59%
iter 1693: loss 1.4730, time 214.83ms, mfu 0.60%
iter 1694: loss 1.4287, time 224.77ms, mfu 0.59%
iter 1695: loss 1.6200, time 215.98ms, mfu 0.59%
iter 1696: loss 1.6216, time 218.22ms, mfu 0.59%
iter 1697: loss 1.5102, time 221.37ms, mfu 0.59%
iter 1698: loss 1.4608, time 216.68ms, mfu 0.59%
iter 1699: loss 1.4834, time 207.75ms, mfu 0.60%
iter 1700: loss 1.5310, time 209.31ms, mfu 0.60%
iter 1701: loss 1.5238, time 222.42ms, mfu 0.60%
iter 1702: loss 1.5732, time 218.19ms, mfu 0.60%
iter 1703: loss 1.4066, time 219.48ms, mfu 0.60%
iter 1704: loss 1.5440, time 232.14ms, mfu 0.59%
iter 1705: loss 1.5642, time 224.66ms, mfu 0.59%
iter 1706: loss 1.5727, time 224.05ms, mfu 0.59%
iter 1707: loss 1.6118, time 220.77ms, mfu 0.59%
iter 1708: loss 1.6046, time 230.44ms, mfu 0.59%
iter 1709: loss 1.4863, time 222.82ms, mfu 0.59%
iter 1710: loss 1.4622, time 224.94ms, mfu 0.59%
iter 1711: loss 1.4907, time 218.76ms, mfu 0.59%
iter 1712: loss 1.4824, time 218.37ms, mfu 0.59%
iter 1713: loss 1.5825, time 216.50ms, mfu 0.59%
iter 1714: loss 1.6143, time 210.77ms, mfu 0.59%
iter 1715: loss 1.4417, time 210.73ms, mfu 0.59%
iter 1716: loss 1.4437, time 214.95ms, mfu 0.59%
iter 1717: loss 1.5130, time 224.11ms, mfu 0.59%
iter 1718: loss 1.4039, time 225.25ms, mfu 0.59%
iter 1719: loss 1.6212, time 220.56ms, mfu 0.59%
iter 1720: loss 1.4483, time 221.23ms, mfu 0.59%
iter 1721: loss 1.4927, time 222.66ms, mfu 0.59%
iter 1722: loss 1.3902, time 217.62ms, mfu 0.59%
iter 1723: loss 1.5014, time 218.56ms, mfu 0.59%
iter 1724: loss 1.4248, time 223.55ms, mfu 0.59%
iter 1725: loss 1.5166, time 217.51ms, mfu 0.59%
iter 1726: loss 1.4834, time 215.90ms, mfu 0.59%
iter 1727: loss 1.5168, time 217.36ms, mfu 0.59%
iter 1728: loss 1.5538, time 239.39ms, mfu 0.59%
iter 1729: loss 1.3236, time 243.93ms, mfu 0.58%
iter 1730: loss 1.4107, time 247.22ms, mfu 0.58%
iter 1731: loss 1.5945, time 221.10ms, mfu 0.58%
iter 1732: loss 1.4427, time 222.52ms, mfu 0.58%
iter 1733: loss 1.4759, time 215.08ms, mfu 0.58%
iter 1734: loss 1.4257, time 210.04ms, mfu 0.58%
iter 1735: loss 1.4965, time 212.51ms, mfu 0.59%
iter 1736: loss 1.5027, time 226.08ms, mfu 0.59%
iter 1737: loss 1.4395, time 208.66ms, mfu 0.59%
iter 1738: loss 1.4553, time 225.08ms, mfu 0.59%
iter 1739: loss 1.6277, time 217.38ms, mfu 0.59%
iter 1740: loss 1.5901, time 224.32ms, mfu 0.59%
iter 1741: loss 1.4236, time 215.99ms, mfu 0.59%
iter 1742: loss 1.4472, time 212.96ms, mfu 0.59%
iter 1743: loss 1.5710, time 215.09ms, mfu 0.59%
iter 1744: loss 1.7040, time 210.02ms, mfu 0.59%
iter 1745: loss 1.3350, time 224.55ms, mfu 0.59%
iter 1746: loss 1.5299, time 212.47ms, mfu 0.60%
iter 1747: loss 1.6325, time 211.30ms, mfu 0.60%
iter 1748: loss 1.5605, time 223.75ms, mfu 0.60%
iter 1749: loss 1.4805, time 315.50ms, mfu 0.58%
iter 1750: loss 1.4015, time 246.42ms, mfu 0.57%
iter 1751: loss 1.5969, time 233.12ms, mfu 0.57%
iter 1752: loss 1.5042, time 227.02ms, mfu 0.57%
iter 1753: loss 1.3203, time 223.56ms, mfu 0.57%
iter 1754: loss 1.4830, time 220.19ms, mfu 0.57%
iter 1755: loss 1.6727, time 225.75ms, mfu 0.57%
iter 1756: loss 1.4785, time 228.16ms, mfu 0.57%
iter 1757: loss 1.4739, time 237.46ms, mfu 0.57%
iter 1758: loss 1.5035, time 207.20ms, mfu 0.58%
iter 1759: loss 1.5286, time 229.37ms, mfu 0.57%
iter 1760: loss 1.4685, time 222.83ms, mfu 0.58%
iter 1761: loss 1.5724, time 259.33ms, mfu 0.57%
